customerID,risk_score,top_risk_drivers
7590-VHVEG,61.86,tenure; TotalCharges; InternetService Fiber optic
9601-BRXPO,37.15,InternetService Fiber optic; MonthlyCharges; Contract Two year
2863-IMQDR,6.2,Contract Two year; tenure; InternetService Fiber optic
5686-CMAWK,20.01,Contract One year; InternetService Fiber optic; PaymentMethod Electronic check
5651-CRHKQ,10.21,tenure; Contract One year; InternetService Fiber optic
6905-NIQIN,52.28,tenure; TotalCharges; InternetService Fiber optic
8204-YJCLA,5.19,Contract Two year; tenure; InternetService Fiber optic
5167-ZFFMM,82.07,tenure; TotalCharges; InternetService Fiber optic
6583-SZVGP,17.64,Contract Two year; InternetService Fiber optic; tenure
4895-TMWIR,22.22,SeniorCitizen; InternetService Fiber optic; TotalCharges
0533-BNWKF,35.86,tenure; PaymentMethod Electronic check; TotalCharges
1708-PBBOA,9.13,InternetService Fiber optic; tenure; PaymentMethod Electronic check
8782-LKFPK,25.52,tenure; InternetService Fiber optic; TotalCharges
5522-JBWMO,50.17,tenure; TotalCharges; InternetService Fiber optic
3597-MVHJT,37.13,InternetService Fiber optic; tenure; PaymentMethod Electronic check
9774-NRNAU,13.02,InternetService Fiber optic; tenure; Contract Two year
0224-RLWWD,66.01,tenure; TotalCharges; InternetService Fiber optic
9967-ATRFS,6.73,InternetService Fiber optic; tenure; OnlineSecurity No internet service
3951-NJCVI,49.52,InternetService Fiber optic; tenure; PaymentMethod Electronic check
2977-CEBSX,5.41,Contract Two year; tenure; InternetService Fiber optic
0177-PXBAT,25.65,InternetService Fiber optic; tenure; OnlineSecurity Yes
6599-CEBNN,28.7,InternetService Fiber optic; tenure; PaymentMethod Electronic check
2519-ERQOJ,14.18,tenure; InternetService Fiber optic; TechSupport Yes
5876-QMYLD,5.18,InternetService Fiber optic; tenure; Contract One year
2277-AXSDC,5.52,tenure; InternetService Fiber optic; Contract One year
9442-JTWDL,6.93,Contract One year; InternetService Fiber optic; OnlineSecurity No internet service
0979-PHULV,22.79,tenure; TotalCharges; InternetService Fiber optic
3067-SVMTC,6.05,tenure; InternetService Fiber optic; Contract One year
5495-GPSRW,5.24,Contract Two year; InternetService Fiber optic; tenure
7606-BPHHN,4.95,Contract Two year; tenure; InternetService Fiber optic
4742-DRORA,11.29,tenure; Contract One year; TotalCharges
0111-KLBQG,28.59,InternetService Fiber optic; tenure; TotalCharges
4800-VHZKI,52.1,tenure; TotalCharges; InternetService Fiber optic
7989-CHGTL,42.94,tenure; TotalCharges; InternetService Fiber optic
0334-GDDSO,81.04,tenure; InternetService Fiber optic; TotalCharges
4163-NCJAK,5.4,InternetService Fiber optic; tenure; Contract One year
5233-AOZUF,41.87,InternetService Fiber optic; PaymentMethod Electronic check; tenure
5973-EJGDP,27.28,tenure; PaymentMethod Electronic check; InternetService Fiber optic
1996-DBMUS,23.91,tenure; InternetService Fiber optic; TotalCharges
7916-VCCPB,28.37,InternetService Fiber optic; PaperlessBilling Yes; PaymentMethod Electronic check
4686-GEFRM,9.11,Contract Two year; tenure; TotalCharges
5249-QYHEX,5.38,Contract Two year; InternetService Fiber optic; tenure
0578-SKVMF,37.81,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
5564-NEMQO,84.02,tenure; TotalCharges; InternetService Fiber optic
2233-FAGXV,9.25,InternetService Fiber optic; tenure; OnlineSecurity No internet service
5605-IYGFG,54.62,tenure; InternetService Fiber optic; PaymentMethod Electronic check
7663-ZTEGJ,11.84,Contract One year; tenure; InternetService Fiber optic
3935-TBRZZ,5.13,InternetService Fiber optic; tenure; Contract One year
8111-BKVDS,13.74,InternetService Fiber optic; tenure; OnlineSecurity Yes
2055-SIFSS,11.78,tenure; InternetService Fiber optic; TotalCharges
2806-MLNTI,21.48,tenure; Contract One year; InternetService Fiber optic
8734-DKSTZ,62.96,InternetService Fiber optic; tenure; PaperlessBilling Yes
4360-PNRQB,35.18,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
6152-ONASV,6.27,tenure; InternetService Fiber optic; Contract One year
9063-ZGTUY,20.5,InternetService Fiber optic; Contract Two year; Contract One year
7781-HVGMK,4.99,Contract Two year; tenure; InternetService Fiber optic
2181-UAESM,36.92,tenure; TotalCharges; OnlineSecurity Yes
2957-LOLHO,21.86,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
6048-NJXHX,5.41,Contract Two year; InternetService Fiber optic; tenure
2320-SLKMB,11.38,InternetService Fiber optic; tenure; TechSupport Yes
4980-URKXC,5.79,tenure; InternetService Fiber optic; Contract One year
4376-KFVRS,5.48,Contract Two year; tenure; TotalCharges
5886-VLQVU,20.88,tenure; InternetService Fiber optic; TechSupport Yes
3577-AMVUX,46.74,tenure; TotalCharges; InternetService Fiber optic
0771-WLCLA,36.49,InternetService Fiber optic; OnlineSecurity Yes; PaymentMethod Electronic check
5628-RKIFK,24.35,tenure; InternetService Fiber optic; TotalCharges
0206-TBWLC,14.0,tenure; InternetService Fiber optic; Contract One year
2937-FTHUR,16.01,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
1910-FMXJM,32.98,InternetService Fiber optic; tenure; PaymentMethod Electronic check
7752-XUSCI,34.53,tenure; TotalCharges; InternetService Fiber optic
4110-PFEUZ,82.49,tenure; TotalCharges; InternetService Fiber optic
0732-OCQOC,5.03,Contract Two year; InternetService Fiber optic; tenure
5168-MSWXT,71.99,tenure; InternetService Fiber optic; MonthlyCharges
1090-ESELR,6.43,Contract Two year; tenure; TotalCharges
8592-PLTMQ,5.59,tenure; InternetService Fiber optic; Contract One year
5760-WRAHC,12.79,InternetService Fiber optic; SeniorCitizen; Contract Two year
8847-GEOOQ,9.2,tenure; InternetService Fiber optic; TotalCharges
0256-LTHVJ,38.7,InternetService Fiber optic; PaymentMethod Electronic check; tenure
4785-FCIFB,4.93,Contract Two year; tenure; InternetService Fiber optic
8313-NDOIA,57.01,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
5149-CUZUJ,9.78,tenure; Contract One year; InternetService Fiber optic
0942-KOWSM,5.68,Contract Two year; InternetService Fiber optic; tenure
4237-CLSMM,11.34,tenure; InternetService Fiber optic; TotalCharges
1452-VOQCH,85.62,tenure; TotalCharges; InternetService Fiber optic
4719-UMSIY,7.16,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
6614-VBEGU,12.12,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0880-TKATG,80.0,tenure; InternetService Fiber optic; TotalCharges
3811-VBYBZ,84.08,tenure; InternetService Fiber optic; MonthlyCharges
1480-BKXGA,5.8,Contract Two year; tenure; TotalCharges
2996-XAUVF,6.42,Contract Two year; tenure; InternetService Fiber optic
9076-AXYIK,9.0,Contract Two year; tenure; TotalCharges
5968-XQIVE,17.25,tenure; Contract One year; TotalCharges
8896-RAZCR,4.94,Contract Two year; InternetService Fiber optic; tenure
4640-UHDOS,19.11,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
4933-IKULF,5.7,Contract One year; InternetService Fiber optic; OnlineSecurity No internet service
3583-EKAPL,64.94,tenure; TotalCharges; InternetService Fiber optic
1304-BCCFO,25.05,InternetService Fiber optic; tenure; PaymentMethod Electronic check
4104-PVRPS,7.87,InternetService Fiber optic; tenure; PaymentMethod Electronic check
9399-APLBT,81.48,tenure; TotalCharges; InternetService Fiber optic
2359-KMGLI,46.3,InternetService Fiber optic; PaymentMethod Electronic check; tenure
3780-DDGSE,13.01,InternetService Fiber optic; tenure; PaymentMethod Electronic check
4431-EDMIQ,14.75,InternetService Fiber optic; tenure; OnlineSecurity Yes
0306-JAELE,73.75,tenure; InternetService Fiber optic; MonthlyCharges
6227-HWPWX,30.3,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
0486-LGCCH,5.3,Contract Two year; InternetService Fiber optic; OnlineSecurity No internet service
0447-BEMNG,10.37,tenure; InternetService Fiber optic; OnlineSecurity Yes
4612-SSVHJ,44.65,InternetService Fiber optic; PaymentMethod Electronic check; TotalCharges
5168-MQQCA,14.07,tenure; InternetService Fiber optic; Contract One year
5949-XIKAE,71.21,tenure; InternetService Fiber optic; TotalCharges
7971-HLVXI,8.81,Contract Two year; tenure; TotalCharges
9094-AZPHK,72.48,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
3649-JPUGY,5.57,Contract Two year; tenure; InternetService Fiber optic
8372-JUXUI,85.0,tenure; TotalCharges; InternetService Fiber optic
3552-CTCYF,12.21,Contract Two year; tenure; TotalCharges
6778-YSNIH,42.48,tenure; InternetService Fiber optic; TotalCharges
0388-EOPEX,49.92,tenure; OnlineSecurity Yes; TotalCharges
5756-OZRIO,8.19,tenure; InternetService Fiber optic; TotalCharges
6579-JPICP,14.62,tenure; TotalCharges; InternetService Fiber optic
8205-OTCHB,19.46,InternetService Fiber optic; Contract One year; PaymentMethod Electronic check
4134-BSXLX,7.26,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0505-SPOOW,4.89,Contract Two year; tenure; InternetService Fiber optic
6235-VDHOM,61.1,tenure; TotalCharges; PaymentMethod Electronic check
7783-YKGDV,62.27,tenure; InternetService Fiber optic; MonthlyCharges
4374-YMUSQ,14.41,tenure; InternetService Fiber optic; MonthlyCharges
4513-CXYIX,6.94,Contract Two year; tenure; TotalCharges
3957-HHLMR,6.84,tenure; InternetService Fiber optic; Contract One year
7803-XOCCZ,11.92,tenure; InternetService Fiber optic; TotalCharges
5736-YEJAX,5.79,Contract Two year; tenure; InternetService Fiber optic
5609-CEBID,53.83,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
8981-FJGLA,53.57,InternetService Fiber optic; tenure; Contract Two year
7218-HKQFK,74.61,tenure; TotalCharges; InternetService Fiber optic
4636-QRJKY,73.09,tenure; InternetService Fiber optic; TotalCharges
1135-LMECX,26.71,tenure; TotalCharges; InternetService Fiber optic
4332-MUOEZ,14.16,Contract One year; InternetService Fiber optic; Contract Two year
8535-SFUTN,23.93,tenure; OnlineSecurity Yes; TotalCharges
5956-VKDTT,78.74,tenure; InternetService Fiber optic; TotalCharges
8677-HDZEE,21.24,tenure; InternetService Fiber optic; TotalCharges
2475-MROZF,14.1,tenure; InternetService Fiber optic; OnlineSecurity Yes
9412-GHEEC,26.9,InternetService Fiber optic; tenure; MonthlyCharges
3482-ABPKK,6.62,InternetService Fiber optic; tenure; Contract One year
6705-LXORM,60.02,tenure; InternetService Fiber optic; TotalCharges
0257-ZESQC,27.75,InternetService Fiber optic; tenure; OnlineSecurity Yes
7531-GQHME,8.27,InternetService Fiber optic; OnlineSecurity No internet service; DeviceProtection No internet service
5174-ITUMV,22.5,tenure; Contract One year; PaymentMethod Electronic check
4109-CYRBD,18.14,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0913-XWSCN,17.9,tenure; TotalCharges; InternetService Fiber optic
6825-UYPFK,25.59,InternetService Fiber optic; tenure; PaymentMethod Electronic check
8397-MVTAZ,49.64,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0750-EBAIU,17.07,tenure; PaymentMethod Electronic check; Contract One year
8606-CIQUL,5.62,Contract Two year; tenure; TotalCharges
3571-DPYUH,11.27,tenure; Contract One year; InternetService Fiber optic
7601-GNDYK,4.99,Contract Two year; InternetService Fiber optic; tenure
0356-OBMAC,8.83,Contract Two year; tenure; TotalCharges
8067-NIOYM,5.11,Contract Two year; InternetService Fiber optic; tenure
1403-GYAFU,4.82,Contract Two year; tenure; InternetService Fiber optic
4234-XTNEA,78.51,tenure; InternetService Fiber optic; TotalCharges
1297-VQDRP,15.21,tenure; Contract One year; TotalCharges
9282-IZGQK,88.01,tenure; TotalCharges; InternetService Fiber optic
5348-CAGXB,72.51,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0621-HJWXJ,17.79,tenure; TotalCharges; InternetService Fiber optic
5844-QVTAT,7.01,InternetService Fiber optic; tenure; Contract One year
8905-IAZPF,16.25,tenure; Contract One year; TotalCharges
5394-MEITZ,5.4,Contract Two year; tenure; InternetService Fiber optic
6859-QNXIQ,5.42,Contract Two year; tenure; TotalCharges
2782-LFZVW,19.87,InternetService Fiber optic; MonthlyCharges; PaymentMethod Electronic check
2866-IKBTM,24.46,tenure; TotalCharges; InternetService Fiber optic
1342-JPNKI,75.58,tenure; InternetService Fiber optic; MonthlyCharges
2817-NTQDO,20.59,InternetService Fiber optic; PaymentMethod Electronic check; tenure
7129-AZJDE,15.83,Contract One year; tenure; InternetService Fiber optic
6986-IJDHX,22.93,tenure; InternetService Fiber optic; TotalCharges
2560-PPCHE,15.91,tenure; Contract One year; InternetService Fiber optic
4676-MQUEA,12.71,tenure; Contract One year; TotalCharges
8138-EALND,8.32,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
3580-HYCSP,6.87,Contract Two year; tenure; TotalCharges
1352-HNSAW,5.41,Contract Two year; tenure; TotalCharges
2075-PUEPR,5.34,Contract Two year; InternetService Fiber optic; tenure
1982-FEBTD,5.89,Contract Two year; InternetService Fiber optic; tenure
5301-GAUUY,24.98,tenure; InternetService Fiber optic; PaymentMethod Electronic check
5791-KAJFD,7.04,tenure; InternetService Fiber optic; Contract One year
2654-VBVPB,20.14,tenure; TotalCharges; InternetService Fiber optic
1154-HYWWO,7.14,InternetService Fiber optic; tenure; Contract One year
2501-XWWTZ,44.52,InternetService Fiber optic; PaymentMethod Electronic check; PaperlessBilling Yes
3716-UVSPD,50.49,tenure; TotalCharges; InternetService Fiber optic
6815-ABQFQ,23.53,tenure; PaymentMethod Electronic check; InternetService Fiber optic
7343-EOBEU,12.24,tenure; InternetService Fiber optic; TotalCharges
3701-SFMUH,13.83,InternetService Fiber optic; tenure; OnlineSecurity Yes
6103-LIANB,10.04,Contract Two year; tenure; TotalCharges
7319-VENRZ,16.82,InternetService Fiber optic; tenure; MonthlyCharges
5846-NEQVZ,5.17,Contract Two year; tenure; InternetService Fiber optic
6967-QIQRV,22.09,Contract One year; InternetService Fiber optic; PaymentMethod Electronic check
5781-RFZRP,5.24,Contract Two year; tenure; InternetService Fiber optic
0939-YAPAF,48.76,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0308-IVGOK,12.43,InternetService Fiber optic; Contract One year; tenure
7293-LSCDV,5.03,Contract Two year; InternetService Fiber optic; tenure
7025-WCBNE,6.54,Contract Two year; tenure; InternetService Fiber optic
5756-JYOJT,11.08,InternetService Fiber optic; Contract One year; MonthlyCharges
4710-FDUIZ,17.81,tenure; Contract One year; InternetService Fiber optic
6030-REHUX,37.24,InternetService Fiber optic; PaymentMethod Electronic check; tenure
9548-LIGTA,5.28,Contract Two year; tenure; InternetService Fiber optic
5150-LJNSR,10.83,Contract One year; tenure; InternetService Fiber optic
8270-RKSAP,59.35,InternetService Fiber optic; tenure; PaymentMethod Electronic check
6522-YRBXD,31.55,OnlineSecurity Yes; PaymentMethod Electronic check; InternetService Fiber optic
2640-LYMOV,8.7,tenure; InternetService Fiber optic; TechSupport No internet service
1218-VKFPE,7.87,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
3627-FHKBK,66.83,tenure; TotalCharges; OnlineSecurity Yes
2865-TCHJW,85.12,tenure; InternetService Fiber optic; TotalCharges
1423-BMPBQ,13.85,tenure; TotalCharges; MonthlyCharges
2393-DIVAI,8.56,InternetService Fiber optic; tenure; OnlineSecurity No internet service
5192-EBGOV,88.71,tenure; TotalCharges; InternetService Fiber optic
4568-KNYWR,6.08,Contract Two year; tenure; InternetService Fiber optic
8752-IMQOS,6.29,tenure; InternetService Fiber optic; Contract One year
0742-LAFQK,7.96,Contract Two year; tenure; TotalCharges
0795-LAFGP,5.76,Contract Two year; tenure; InternetService Fiber optic
0619-OLYUR,7.23,Contract Two year; tenure; TotalCharges
5512-IDZEI,5.78,InternetService Fiber optic; tenure; Contract One year
0459-SPZHJ,5.62,Contract Two year; tenure; InternetService Fiber optic
0215-BQKGS,18.3,InternetService Fiber optic; tenure; OnlineSecurity Yes
9244-ZVAPM,53.48,tenure; TotalCharges; InternetService Fiber optic
0719-SYFRB,14.63,InternetService Fiber optic; MonthlyCharges; OnlineSecurity Yes
8208-EUMTE,6.91,Contract Two year; InternetService Fiber optic; OnlineSecurity Yes
5172-MIGPM,21.18,tenure; InternetService Fiber optic; MonthlyCharges
1710-RCXUS,14.24,tenure; Contract One year; TotalCharges
0374-FIUCA,4.9,Contract Two year; tenure; InternetService Fiber optic
5839-SUYVZ,29.1,InternetService Fiber optic; TechSupport Yes; PaymentMethod Electronic check
5173-ZXXXL,6.04,tenure; Contract One year; InternetService Fiber optic
1096-ADRUX,11.21,tenure; Contract One year; TotalCharges
2001-MCUUW,15.23,Contract Two year; InternetService Fiber optic; PaymentMethod Electronic check
2731-GJRDG,18.47,InternetService Fiber optic; tenure; Contract One year
4723-BEGSG,5.25,Contract Two year; tenure; InternetService Fiber optic
6516-NKQBO,5.85,Contract Two year; InternetService Fiber optic; tenure
8672-OAUPW,7.13,tenure; InternetService Fiber optic; Contract One year
8207-DMRVL,5.76,Contract Two year; tenure; TotalCharges
3419-SNJJD,20.99,tenure; TotalCharges; InternetService Fiber optic
6543-CPZMK,30.57,InternetService Fiber optic; PaymentMethod Electronic check; tenure
4765-OXPPD,15.4,InternetService Fiber optic; tenure; MonthlyCharges
2804-ETQDK,5.06,Contract Two year; tenure; InternetService Fiber optic
